position_id,ticker,strike,expiry,account,position_isOpen,lot_id,lot_isOpen,lot_buyDate,lot_contracts,lot_costBasis,flag
FhTsIJjH5RZgTBx2ANqI,SMCI,25,2027-01-15,Margin,false,w4EcCcl7bL7wV26cWmfo,false,2/5/2026,2,2538.05,OK
FqVvfhLZz4yKKWXsmFXi,MRVL,120,2028-01-21,IRA,false,1tpnxFKcLfimUqnyz4RK,false,2026-04-27,1,6975.67,OK
FqyNFsyE2XzXGl7wnq9Y,AMD,290,2028-01-21,IRA ROTH,false,ZBBeomi6uR0Em2EYz2kF,false,2026-04-27,1,12965.67,OK
GBEMukVnCtqFjLOCmnVd,KTOS,50,2028-01-21,IRA,true,gCTWHuFmKkDIJjOFFoeW,true,2026-06-02,1,2950.67,OK
GCOi8KPZdjINyja8reZf,ORCL,135,2028-01-21,IRA,true,10CA4gkq8SXnXraeD4Yw,true,2026-06-11,1,7630.67,OK
GGYKMz55d5JCsfBKYxBW,FSLY,15,2027-01-15,IRA ROTH,false,DkeqNMzElBNaBs4ywVcF,false,2026-04-17,1,1300.67,OK
GGYKMz55d5JCsfBKYxBW,FSLY,15,2027-01-15,IRA ROTH,false,c9jywwiv3J2libFaAXPS,false,2026-04-17,4,5202.69,OK
GGYKMz55d5JCsfBKYxBW,FSLY,15,2027-01-15,IRA ROTH,false,jzx2BKcEKm3wH63swQNn,false,2026-04-23,5,6253.37,OK
GTKa34j9AaBge7HpFlzt,MRVL,230,2028-01-21,IRA,true,Ex3aCzPLivae9pwztoll,true,2026-06-05,1,13975.67,OK
GYjxXHO9KY0kUcubWfwu,GLW,140,2028-01-21,IRA,true,aqu9U8nWhb9JzeTNzg4S,true,2026-06-05,1,8607.67,OK
GaLviBWiTUb7jf5a5rRw,NET,210,2028-01-21,IRA ROTH,true,U6n6SwD5MBLsAXu7JoKv,true,2026-05-08,1,8548.67,OK
GeXYXSCuCDQIwZkrcTdL,PWR,500,2028-01-21,IRA,false,0hCfnkW7RqUEJj6Bj0HZ,false,2026-04-29,1,22470.67,OK
Gf0thwQpkYHQI4eqKv6X,SAP,145,2028-01-21,IRA ROTH,true,14Cf9Vl67hQBog8jmr8f,true,2026-06-03,1,5999.67,OK
Gnhox8uCsGvJppSrfHTT,VST,120,2028-01-21,IRA,true,yFRurubi23fxJyGy6NbW,true,2026-05-01,1,6405.02,OK
H3rjOpPgQDppFj3Fe0kM,FSLY,15,2028-01-21,DI Ind.,true,Bxg4nT7KbTccqQsY2FLu,true,2026-05-07,1,1075.67,OK
H4FcdCwG4op7YouHA5UF,ARM,240,2028-01-21,IRA,false,9TcbeF5i5pgXTqqI5lCB,false,2026-05-22,1,15160,OK
HNcEonnGZHUiLrp5AgIC,TSLA,300,2027-01-15,DI IND,false,F86gymQ0jkYgxnDpw5ue,false,2026-04-08,1,12490.67,OK
HNcEonnGZHUiLrp5AgIC,TSLA,300,2027-01-15,DI IND,false,cbuxFfQ0dgIxxT8wcKmw,false,2026-03-13,1,16121.67,OK
HQFIliJ4TmqyqiatPtbM,WDC,210,2027-01-15,IRA,false,CvkDvKQNG0R9yWR4CGNi,false,2/11/2026,1,10965.02,OK
HQFIliJ4TmqyqiatPtbM,WDC,210,2027-01-15,IRA,false,naLwYj6U9FDE5QmPcRj0,false,3/12/2026,1,9950.02,OK
Hbn2OwTlPw7EgheOClpl,FIG,15,2028-01-21,IRA,false,ybq3NJvkHxVMPynuFVH3,false,2026-04-16,5,3978.35,OK
IG0NDwPr1fybcz2kij4y,WDAY,105,2028-01-21,IRA ROTH,true,S2lGzj1qWK6h5MSPH358,true,2026-06-11,1,5492.67,OK
IS5Rw0Mi2lyipdzIu3xn,IREN,47,2028-01-21,IRA ROTH,true,zYOFPZPT05XmsWloCtRk,true,2026-06-05,1,3103.67,OK
ISRsNX2bqE9NPc9fizCM,MDB,190,2028-01-21,IRA ROTH,false,5EgAUNi79rIMzdCRj640,false,2026-04-23,1,12000.67,OK
ISRsNX2bqE9NPc9fizCM,MDB,190,2028-01-21,IRA ROTH,false,DSN9z0qxhP9GTpHFluEQ,false,2026-04-24,1,11782.67,OK
IUj9zA9r3MlcqWTZnOUy,QCOM,150,2028-01-21,IRA,false,dEXpdgUm3ZxnwoSeT95f,false,2026-05-14,1,7682.67,OK
IV9l7CzGbqfbvDJQjAGK,CBRS,175,2028-01-21,IRA,true,9tL9DHgHdjNpZsRH0nI2,true,2026-06-12,1,11000.67,OK
IW4OSP6RfSmuID79Ed55,PWR,520,2028-01-21,IRA ROTH,true,Qo8QrkRhCTGKpDYXVnTP,true,2026-06-01,1,27650.67,OK
Ib31V6flBnAowFXhnnKx,MRVL,100,2027-01-15,IRA,false,1F9yWlHrUUwtRKy65zn8,false,2026-04-16,1,4755.67,OK
IdhCRuYfGCrLfdUp7IbO,NOW,70,2028-01-21,IRA ROTH,false,JzMYqaC7kW0KE4bcLV9Z,false,2026-04-23,1,3654.67,OK
IdhCRuYfGCrLfdUp7IbO,NOW,70,2028-01-21,IRA ROTH,false,LCo5wFPEdvJnZDbeJJsl,false,2026-04-23,1,3400.67,OK
IdhCRuYfGCrLfdUp7IbO,NOW,70,2028-01-21,IRA ROTH,false,TyhdKZntkiMIghhsGycK,false,2026-04-23,1,3495.67,OK
IdhCRuYfGCrLfdUp7IbO,NOW,70,2028-01-21,IRA ROTH,false,yGauqXyXksP39Jk1jITZ,false,2026-04-23,1,3370.67,OK
Iipmfe0rod5L2lThBUg1,VRT,220,2028-01-21,DI IRA,true,XYrj3tbSD2iDgyX5wuCo,true,2026-06-09,1,13050.67,OK
IlXD7mQBTUFQKXXcKJGh,MU,600,2028-01-21,IRA ROTH,false,CUs9TCDINtaYk1eRKhCh,false,2026-05-12,1,38105.67,OK
IyJUTBHdVkqRkkVhJc61,ARM,290,2028-01-21,IRA ROTH,true,zYFzNS8m3KsHXyEBDvEl,true,2026-06-05,1,18275.67,OK
J4BRjkktu9xMqaFk3QTs,MU,500,2028-01-21,IRA ROTH,false,wf0McivXPruC6xioxhiS,false,2026-05-07,1,30825.02,OK
J740Z8b6RjZcR8RwyeIf,CIEN,490,2028-01-21,IRA ROTH,true,7PBJPdnIeOPXqmxc00oX,true,2026-06-04,1,22200.67,OK
J9KZDcRy4vshxhhfXgov,SNOW,120,2028-01-21,IRA ROTH,false,AYPJPwQchXqgcEvo0rB2,false,2026-05-11,1,6500.67,OK
JGmYM9k5M6yqbjPVmecQ,NVDA,150,2027-01-15,IRA,false,3gAgfWczlKbODQK43Mqw,false,2026-02-26,4,18653.283333333333,OK
JGmYM9k5M6yqbjPVmecQ,NVDA,150,2027-01-15,IRA,false,7qHHljn4NoTCOBsVXHVs,false,2026-02-13,1,5285.02,OK
JGmYM9k5M6yqbjPVmecQ,NVDA,150,2027-01-15,IRA,false,izzQ2bAUNgmVaOZErE7d,false,2026-03-13,7,32643.245833333327,OK
JZLYZdygyDGTAB0iYdeW,ANET,105,2028-01-21,IRA,false,Cg1EIVc7BJxVfRM6oKM3,false,2026-05-11,1,5575.67,OK
JyL82oYWIBHurEsHrwND,BE,230,2028-01-21,IRA,true,bYfR9IsrDGgxy0h0byvn,true,2026-06-05,1,14325.67,OK
K2N8TAWumipeTfr9KRTU,QCOM,175,2028-01-21,IRA,true,po2hpeiXadZFGX0rMaIT,true,2026-06-01,1,9885.67,OK
K589TrUsiIfqo5xsAJck,COHR,300,2028-01-21,IRA,true,hjIrcFpLntLzq1MVi5a1,true,2026-05-15,1,19250.67,OK
KHpOEkapgtUuLV76BuRL,LMND,45,2028-01-21,IRA,false,TkBxFUkCwxVM2ZGZ6jO8,false,2026-05-07,2,5090.05,OK
KZdKtvUjRHV2mjQxjfoG,BE,250,2028-01-21,IRA,true,WCAsGVY9687eBhQ7Awpx,true,2026-05-11,1,15953.67,OK
KZyDhRUQWXY6x785Fn7L,NOW,70,2028-01-21,IRA ROTH,false,zuFOjyBcNHMAaLH0nEdi,false,2026-05-08,1,3832.67,OK
KfmbE5wglvA9vjoap1sT,QCOM,130,2028-01-21,IRA ROTH,false,tHoncIy97j32nsUhGSeR,false,2026-05-01,1,6278.02,OK
Kl4Rv7e26ngnmCQcqZMA,TTD,15,2028-01-21,IRA,true,g2OJeBzATPubS97FpOqO,true,2026-05-08,1,1098.67,OK
Kxqa5Vw1WWYc3pOmIKMr,WDC,350,2028-01-21,IRA,false,X9gfURzMcDuSnYlulsQA,false,2026-05-07,1,22380.02,OK
L44VXaWg88PDOUe9U04o,PWR,580,2028-01-21,IRA,false,2sxtCydYy3FKVaMyN7Gd,false,2026-05-07,1,29000.02,OK
L9eApt0wpVv3fjOQqxPM,IREN,50,2028-01-21,IRA ROTH,true,dbOBRwJKm4jSorMqkdXL,true,2026-06-05,1,2905.67,OK
LA6MMhpw2XF6LPuhiHll,RDDT,115,2028-01-21,IRA,false,HihbLK9hcR5LZfYKD7NB,false,2026-04-29,1,6802.67,OK
LEXBWMp1nqOULUZnZaED,CIEN,470,2028-01-21,IRA ROTH,true,X9IwI8OUapPfZrH9H14Z,true,2026-05-28,1,28070.67,OK
LK6kiazsZJ9jY35sCDOM,FSLY,15,2027-01-15,IRA,true,,,,,,POSITION_NO_LOTS
LOvYI4kF6HkZGUPPiWJz,SNOW,190,2028-01-21,IRA,true,XqLvUiBaliALQyJDMik2,true,2026-06-03,1,10798.67,OK
LP6wnYoRBpOocB0kmG2F,HUBS,150,2028-01-21,IRA,true,xesCXVDrYd5KdILxgXtI,true,2026-06-11,1,8892.67,OK
LZmflqgI8qltkTImP5nt,DELL,350,2028-01-21,IRA,true,PA4xq8OgkwxPAxgcJxBU,true,2026-06-02,1,20373.67,OK
LaUwmBFFzzWoNTUEuEdY,FSLY,20,2028-01-21,IRA ROTH,true,VsIJUnRrDJIKtHWlu9cM,true,2026-05-07,1,1100.02,OK
LbWvbnBR10t6xyAjXTM5,DELL,340,2028-01-21,IRA,true,XPWkzcUef23GTj9O36rx,true,2026-06-02,1,20850.67,OK
Lcir4RjIbzrKLG50k5Q7,STX,280,2027-01-15,IRA,false,myFGTpzVQb26qsOkAfJZ,false,3/30/2026,1,13126.67,OK
LydRwq3tA816BBCg7sjx,BE,190,2028-01-21,IRA,false,tjrc4YP1etX4TJxu56es,false,2026-04-28,1,12316.67,OK
MHP1TcIyJf63H8xLOXzu,TTD,15,2028-01-21,IRA,true,XyqDprUu2sqcsdmNI3HO,true,2026-06-02,1,1085.67,OK
MISVks6d50Ednusjqsqm,PLTR,100,2027-01-15,IRA,false,5yBmOzdoOqocqn8mDrqN,false,2026-04-08,1,5545.67,OK
MISVks6d50Ednusjqsqm,PLTR,100,2027-01-15,IRA,false,9gQYMTFGiO8MSfLgpSd8,false,2026-04-08,3,16637.010000000002,OK
MISVks6d50Ednusjqsqm,PLTR,100,2027-01-15,IRA,false,boIRPymyR5M5MfepIgzj,false,2026-04-09,2,8850,OK
MM6k4kUKgRb0BcOKj77w,EWY,125,2028-01-21,IRA,false,82zJiJ91dcglwKk0asW9,false,2026-05-15,1,7430.67,OK
MWl2PyaypZVzlsF7w0gF,NOW,98,2028-01-21,IRA,true,4jHEZIKSYQyAuNYkB29w,true,2026-06-02,1,5519.67,OK
Mf0J9KAlsiRNfWdormzT,CVE,22,2028-01-21,IRA,false,pX4iUDlYQbtdmc6ORnle,false,2026-05-08,1,976.67,OK
MnIcNhd3JhbMPfm8lIWu,QCOM,170,2028-01-21,IRA ROTH,true,ZxAVBLLfqMKIGtPSsQ0i,true,2026-05-27,1,9777.67,OK
MojczqgPlWvboe8SUdG7,CVE,22,2028-01-21,IRA,false,7snLdsoHnmcnm4KZrVq6,false,2026-05-04,1,1019,OK
MuYdgnXtFq5BMvzGGdHH,FSLY,22.5,2028-01-21,IRA ROTH,true,ZHbMkD3eArpKMmy9FgTG,true,2026-05-06,1,1890,OK
MxFU8IP4LBsQBxufd9jf,FSLY,15,2028-01-21,IRA,true,27Pqr3NS5s27PR5Jc0W4,true,2026-05-07,5,5220.12,OK
NDoowits52EjRbBzMpjS,OKTA,60,2028-01-21,IRA,false,ELlzv47JkdTwOSbAupxD,false,2026-05-04,1,3130.02,OK
NSSDVNb0zeHAFYeer76g,WDAY,80,2028-01-21,IRA ROTH,false,kgRMxPFjhQoc0DjL5KT2,false,2026-05-21,1,6009.67,OK
NUYbBO6lNFK0f1DRYKmq,TTD,17.5,2028-01-21,IRA,true,Bhn9FRcn8tmyLPq6YR4a,true,2026-06-02,1,980.67,OK
NUYhbm5YBserlhtfbYiF,AVGO,240,2027-01-15,IRA,false,oAanSbLaabZDs5uUCrx5,false,3/19/2026,1,9941.02,OK
NUYhbm5YBserlhtfbYiF,AVGO,240,2027-01-15,IRA,false,sOHt4GVveqhzDq7OQ3in,true,2026-03-19,1,8200.67,STATUS_MISMATCH
NVtTlRRNZP1AUQpoh4VW,GLW,135,2028-01-21,IRA ROTH,true,f4puhBVBAjiFvz8WJFRo,true,2026-06-05,1,8754.67,OK
NY8CvVZdNH4uN7ONCGtm,PLTR,100,2027-01-15,IRA,false,3oJsp97Otw222JhfP678,true,2026-04-08,1,5700,STATUS_MISMATCH
NY8CvVZdNH4uN7ONCGtm,PLTR,100,2027-01-15,IRA,false,RNsgLho1M0iNi411NzPf,true,2026-04-08,1,5700.67,STATUS_MISMATCH
NY8CvVZdNH4uN7ONCGtm,PLTR,100,2027-01-15,IRA,false,ftHPV4wKS7bl2h7F8m0S,false,2/11/2026,1,4990.02,OK
NY8CvVZdNH4uN7ONCGtm,PLTR,100,2027-01-15,IRA,false,oUA1zKGHm7MLRClFZIpe,false,2/23/2026,1,4585.02,OK
NY8CvVZdNH4uN7ONCGtm,PLTR,100,2027-01-15,IRA,false,q4hrOP1mzmvSZTtvdIpw,true,2026-03-30,1,5075.67,STATUS_MISMATCH
NY8CvVZdNH4uN7ONCGtm,PLTR,100,2027-01-15,IRA,false,sHHNH3UAS0YB1Jb9rr0O,false,2/12/2026,1,4550.02,OK
NaeWq1WcAhFIODEbXYNL,AMD,290,2028-01-21,IRA,false,WrYDEr8wfKUweWBMLJKi,false,2026-04-28,1,12170.67,OK
NzNumW63jYNIG7yYFUbw,AMD,330,2028-01-21,IRA,false,eTW2KgIIvZ9NEjdVn0o5,false,2026-05-12,1,19733.67,OK
O43QrUezmUn7zEaaKXFq,PLTR,100,2027-01-15,IRA,false,klRPaNHiZmTEgKAovzJc,false,2026-04-10,1,4240.67,OK
O5qBibRqEoPJ2xqnRUgv,TSM,220,2027-01-15,IRA,false,4oMXn2mg6lYUtyHNSj7S,false,2026-04-16,1,15767.67,OK
O5qBibRqEoPJ2xqnRUgv,TSM,220,2027-01-15,IRA,false,5cWIAY0DFj8IsA1py0ZF,false,2026-03-03,1,11350.67,OK
O5qBibRqEoPJ2xqnRUgv,TSM,220,2027-01-15,IRA,false,Tyq5U1DzwozGjthYCkF9,false,2026-04-17,1,15645.67,OK
OLzH361g6PJ1nuqgccr6,STX,380,2027-01-15,IRA,false,J0ECsUGss9z6kGBBYriw,false,2026-04-15,1,19042.67,OK
OUOWe2UZ1dtZpWQ9Zo7k,TSM,220,2027-01-15,IRA ROTH,false,TOlh2lwNg9Lh00PtPh8r,false,2026-04-16,1,15387.67,OK
OcO0PqobYncAD5kH60L5,WDC,270,2027-01-15,IRA,false,FMGs9yHaumMYoaYQSeCb,false,2026-04-15,1,14016.67,OK
OcO0PqobYncAD5kH60L5,WDC,270,2027-01-15,IRA,false,zGpOH6qC5QCEGxD2Yfli,false,2026-04-22,1,15900.67,OK
OfI2nEHc6ee31oD0lMCm,FIG,17.5,2028-01-21,IRA,true,hWaMbhvt4mGHUddRd3mv,true,2026-05-07,5,5245.12,OK
OpW6JwMeQeiOZJNPSVqz,EWY,115,2028-01-21,IRA ROTH,false,lkHcAEtz41PT9W5msmwV,false,2026-06-05,1,8870.67,OK
OuI1Y3wY4uv5s8a2MIzt,NFLX,80,2027-01-15,IRA ROTH,false,aN6dAjEWqsxGO31qCBql,false,2026-05-01,2,3900.05,OK
P0QtTxCfn6D1cm61pGWG,SNOW,110,2028-01-21,IRA ROTH,false,l0x9NNaghxzL1Nvr2xHn,false,2026-05-08,1,6605.67,OK
PFpezgJRZwejZlIQKn6U,QCOM,160,2028-01-21,IRA,true,TQBViYLsEFZbVteUBmP7,true,2026-05-27,1,10110.67,OK
PWkRZvJHZej9ttC3mEI1,APLD,40,2028-01-21,IRA,true,kKoLaCdamEpfUCXnO7xO,true,2026-05-22,2,4913.34,OK
PWnTBD5UBdw9i6tOBQg7,AMD,320,2028-01-21,IRA,false,uyULepWLcpN6qBmZNghT,false,2026-05-07,1,17473.02,OK
PdBBDLwHEN0xoJToaKOF,CVE,22,2028-01-21,IRA,false,c7IfhheRD5LfiqsmRJAs,false,2026-04-29,5,4878.36,OK
PoMyUnJF0b5wuxWNJR0K,DDOG,185,2028-01-21,IRA,true,5OJWt1pMsP1c3bE8VBcp,true,2026-06-03,1,11375.67,OK
PrUU8BJsxnhnAB2Ac26B,NOW,65,2028-01-21,IRA,false,tsL3JW3k20H3LkJbst7I,false,2026-04-23,1,3620.67,OK
PwnAwDCe71X2BR15v6zc,LRCX,210,2028-01-21,IRA,false,zv0yJYun6p8wzCCLcMta,false,2026-05-15,1,12695.67,OK
Q4l11lHyBIWZ1K6tdC6P,HUBS,175,2028-01-21,IRA ROTH,true,vKUJrDAabkvUvt7EfbU6,true,2026-06-02,1,11426.67,OK
Q9SRe9jPclo7jDNE4zr9,MDB,290,2028-01-21,IRA,true,6GZN96eHHJziIoy6mu6w,true,2026-06-05,1,17050.67,OK
Q9znb89FgUAFkZCcUI6y,DELL,185,2028-01-21,IRA ROTH,false,FdRWn8ql2xtegDw38G3L,false,2026-05-11,1,10475.67,OK
QGTPvvI9pv84b1NmyS9m,FIG,25,2027-01-15,IRA,false,jXb1eQrXeedTmtamcuZ2,false,2026-04-18,10,4156.73,OK
QQXaVQpsHHsHQISBAz7A,BE,230,2028-01-21,IRA,true,4K8EDx6JTdXDlNmKN44Z,true,2026-05-15,1,15950.67,OK
QUJJKKABGJSveTulXYrU,GLW,160,2026-06-18,IRA ROTH,false,exU6jnLlCIOhpe19bFRa,false,2026-05-28,1,2768.67,OK
QXBARyAbArNVkSbYyN9Z,SMCI,25,2028-01-21,DI IRA,true,8BHGCljIE0oyWRipnbYp,true,2026-06-10,1,1521.67,OK
QYc9xhL5SG2WSvuRGS9I,IREN,47,2028-01-21,DI IRA,true,aw2SH45Uz4KweeSjRVRa,true,2026-06-05,1,2916.67,OK
QbKPDPDvPGRQSbZ03pPQ,INTC,90,2028-01-21,IRA,true,B5IFVxxyygKmEUCCVKi9,true,2026-05-14,1,5564.67,OK
QbtOp0ZYXGDPaDSH79YY,ARM,170,2028-01-21,IRA ROTH,false,UPpMgFgs1qIYHq2RdnZd,false,2026-04-28,1,8360.67,OK
QjZowbKJR6OPkLvoou9o,QCOM,175,2028-01-21,IRA,false,pnXHs6QsPEQW3UQByN8Y,false,2026-05-11,1,9200.67,OK
QpBhHVUPt4LCux4fFcVW,NFLX,75,2028-01-21,IRA ROTH,true,rnkGVGomVYIrakzmltwd,true,2026-05-01,1,3050.02,OK
QpXi5g9hoE9mjCMY6vBZ,NET,150,2027-01-15,DI IND,false,YJ6yn1kSWKIkvBqzwXZT,false,2026-03-16,1,7883.67,OK
QrzOOxC20umOODsiKAXE,CRWV,85,2028-01-21,IRA ROTH,false,oiSFJWAIIPCmvWnNZM7U,false,2026-04-27,1,5255.67,OK
QvOJDviBe1F6ksLMmpLO,HPE,42,2028-01-21,IRA,true,BGFm3F0BeoOUXozYkdVg,true,2026-06-02,1,2370.67,OK
R07aPoWkSY5bUUKABUxk,WDC,330,2028-01-21,IRA,false,T9sET1meD4ciIOF7yO3f,false,2026-05-01,1,21023.02,OK
R1aeDubc04kdODPlkCo7,MU,320,2027-01-15,IRA ROTH,false,NHnoGhXsMTfF2VJFx8T8,false,2026-04-20,1,17172.67,OK
R4Gudoiilk4Hud4p5UxR,FSLY,12.5,2028-01-21,IRA ROTH,false,Ebunc4DEO0UIQSGDpQgu,false,2026-04-27,3,4712.02,OK
R4Gudoiilk4Hud4p5UxR,FSLY,12.5,2028-01-21,IRA ROTH,false,Z7jDKPf8RLXQ8w4fA5ii,false,2026-04-24,3,4832.02,OK
R4Gudoiilk4Hud4p5UxR,FSLY,12.5,2028-01-21,IRA ROTH,false,nGsMTc1zcvIWJUWbbpff,false,2026-04-24,3,4802.02,OK
R4Gudoiilk4Hud4p5UxR,FSLY,12.5,2028-01-21,IRA ROTH,false,xTDmwUVssdx4nJmlokWA,false,2026-04-23,3,5057.02,OK
R9cC1DOBYAz9IsW2d85O,CVS,60,2028-01-21,IRA ROTH,false,ckWRfqF5kCljPpoFwyED,false,2026-05-01,1,2719.02,OK
RDOPlzDTIhV00TOV5QUm,NVDA,160,2028-01-21,IRA,true,bJjfSomTeszh7JfSseUn,true,2026-04-30,1,7235.02,OK
REkC4cscw1QbYJVvxVLF,WDC,380,2028-01-21,IRA,false,Bs9X6JwFOOWBwvyznJNz,false,2026-05-12,1,23350.67,OK
RaxrPlvSPVlzH7t4a9Km,AMAT,300,2027-01-15,IRA,false,2z27NdnkB6ziJJwn1xHe,false,2026-04-16,1,12777.67,OK
RaxrPlvSPVlzH7t4a9Km,AMAT,300,2027-01-15,IRA,false,N4CpKYTU7IzoGaBzTQGF,false,2026-04-22,1,12970.67,OK
RaxrPlvSPVlzH7t4a9Km,AMAT,300,2027-01-15,IRA,false,knMXkwCHJbmV93hXTREN,false,2026-04-15,1,12264.67,OK
Rl8y3iZTpA1TDt075Ef1,VRT,140,2027-01-15,Margin,false,hckMg25igu9uvUmLkpwv,false,2/5/2026,1,6000.02,OK
Ruru6FfXmjS1v8YpIGvv,CRWV,80,2028-01-21,IRA ROTH,true,ff20WVhgeZRI8xP7ANBq,true,2026-05-12,1,5157.67,OK
RxFQUZy6AJvghJfPTlgL,PLTR,100,2028-01-21,IRA,true,dSNYAU23wHNLG8iRXzgc,true,2026-06-12,1,5273.67,OK
S6aXJwpXLaV21QFGJ1Np,P,70,2028-01-21,IRA,true,4k3eDW0Z6e1bAeJJmNfx,true,2026-05-28,1,2747.67,OK
S70LMDtL0zY2d7KUArXU,TSM,320,2028-01-21,IRA,false,8rqQ8Jwf9LMnsvsBdACw,false,2026-04-27,1,14815.67,OK
SPfqV341Ha5sDIWSfIyW,DELL,140,2027-01-15,IRA,false,fTuLyEUR03nqHsy9go4c,false,2026-04-22,1,8665.67,OK
STXn4Dzd0Kydjie2PwJV,CBRS,170,2028-01-21,IRA ROTH,true,V603J9GUFcYKTFiHxtOh,true,2026-06-11,1,12396.67,OK
SZmuvfig6xlL3v4AiyDM,FIG,20,2028-01-21,IRA,true,DShdQtupTx02Z2K1JxqB,true,2026-06-02,1,1245.67,OK
SptUWalBRhQxwoDNh2eG,COHR,310,2028-01-21,IRA,true,pEBbgJVQgXT3VG23oXtS,true,2026-06-09,1,19324.67,OK
TBOeFBM01zYAq8Df1qOC,BE,220,2028-01-21,IRA,true,A7yY8qpCPoRGvopEGmW9,true,2026-05-07,1,14150.02,OK
THeQ0VhC0Z7ShSoBGl2H,QCOM,145,2028-01-21,IRA,false,Qrxv1ICx4c71Wa9m48Ao,false,2026-05-19,1,7535.67,OK
TOuRBnffQyepYwiNl4wS,LRCX,220,2028-01-21,IRA,false,Ia75LjBy7m0BybOS4oA1,false,2026-05-15,1,12433.67,OK
TScLmRfQJvwYzMkKqJIW,SAP,125,2028-01-21,IRA,true,Ng7Ic7zKMp9DWULyaZfK,true,2026-06-11,1,5660.67,OK
TUzsellEVDL9xOHw0mWZ,SMCI,28,2028-01-21,IRA,true,Y81SSBfzly8gttPuz2Lf,true,2026-06-10,1,1665.67,OK
TXfcY34vUqLcRXh7BBIC,CRWD,260,2027-01-15,IRA,false,8RiHydo9R6a37vztdCud,false,2/23/2026,1,12201.02,OK
Th6f5SZKeIUoHKYHbG4u,FSLY,20,2028-01-21,IRA ROTH,true,kC0AD72vfxtTbKHbfPqY,true,2026-05-07,2,2140.05,OK
TlDDjB8Lws2biYVBUi07,NVDA,175,2028-01-21,IRA,true,PXcFQpMv8zouiPZJBtVO,true,2026-05-15,1,8675.67,OK
TqLrczcTXfQuKhpvjsHb,PLTR,100,2028-01-21,IRA,true,GTjpjKeYnRGUyJEhIP2q,true,2026-04-23,1,6573.67,OK
UFro8bfcJj6Fb79ONR94,LULU,95,2028-01-21,IRA,false,5iSPIeT7wGU536AdVMMs,false,2026-05-12,1,5103.67,OK
UHvNdBqmB8iMucUU0kLN,NOW,65,2028-01-21,IRA,false,ice1GP5IQuahUuN0udi7,false,2026-05-01,2,8370.04,OK
UKVXicXg9XTFH8NHVzv6,ORCL,135,2028-01-21,IRA ROTH,true,DU7T48rqiiedMzxRsBTo,true,2026-06-11,1,7626.67,OK
UQ4f9IjqavykQznrmJkn,MRVL,240,2028-01-21,IRA ROTH,true,wZpYjjwCB9ilyuPblfWu,true,2026-06-05,1,14425.67,OK
UhGRphvCIOFHalVdQemB,SHOP,85,2027-01-15,IRA,false,bMTLdHNzjGadGOURjj2O,false,2/11/2026,1,4380.02,OK
UnDMfMWBXSJchfEGrnHM,QCOM,145,2028-01-21,IRA,false,58UFPuBrs7RWjbwylul6,false,2026-05-14,1,8075.67,OK
UnjZIcwoHVXeMfSr0iXA,MOD,240,2026-06-18,IRA,false,k91oP8yAX7gF3LWR1Ysa,false,2026-05-27,1,4438.67,OK
UwpyhMxIAQGrKqEl5hr2,MDB,230,2028-01-21,IRA ROTH,false,O5qprASs0sZzHjhFsHo5,false,2026-05-27,1,13950.67,OK
UyONH7FT4ivWX9770Ga6,WDAY,90,2028-01-21,IRA ROTH,false,uj87s12leG5ZdUMSecFL,false,2026-05-13,1,4690.67,OK
V0VkfotBJm1fPXEUty5g,CRWV,90,2028-01-21,IRA,true,T6EmSUM8yPqbxFmNH9QE,true,2026-05-08,1,6325.67,OK
V0YYtpktZGnICVbOzrbz,NFLX,75,2028-01-21,IRA ROTH,true,0q7AYFvqbvQzTy27X3iL,true,2026-05-01,2,6106.05,OK
V1unx00LQ1HewiT7Oy7R,NOW,85,2028-01-21,IRA ROTH,false,92PWmpVeyZdtljBEJHwQ,false,2026-05-19,1,4175.67,OK
V40oFTGmye77y0npoC8V,BE,150,2027-01-15,IRA,false,gqWFoNUgNSTjaQJmKkDe,false,2026-04-18,1,9082.37,OK
V4dBUkPvvSIf9OCwoqhK,FSLY,12.5,2028-01-21,IRA ROTH,true,XeMdpymhmcC450MqHQTs,true,2026-05-14,1,1018.67,OK
V7gMnC0PkkBy55QwV63f,FIG,20,2028-01-21,IRA,true,3jvEHf013Gwut02HZUKB,true,2026-06-02,1,1272.67,OK
VAPGAYx7sQxrbjy0QmNe,SOXX,275,2026-01-15,DI IND,false,7phTyX4aOFMJlkpQ4qEi,false,2026-03-13,1,8581.67,OK
VKtHex5jqwA8wOUOIwrE,NOW,100,2028-01-21,IRA ROTH,true,MtXxNN2Q3jfuzXA2uODz,true,2026-06-02,1,5343.67,OK
VOGJdnxFwG8qGNy4m4LL,ARM,290,2028-01-21,IRA,true,U9D1dg4LAyS0RCKYhESH,true,2026-06-04,1,20175.67,OK
VU4YaI904tyUI0gdqHtK,VRT,260,2028-01-21,IRA,true,MstKm3HDoR5g4PWuMs54,true,2026-05-18,1,15030.67,OK
VcUjGCfe5tR9fcpkgnxc,BE,220,2028-01-21,IRA,true,idS8DBMQkYuKfk3jHhfm,true,2026-06-08,1,14155.67,OK
VkhWJWQJA6NWWmtsHPtW,ARM,260,2028-01-21,IRA,false,hbJ7xpfBEQNocwn3eiNj,false,2026-05-27,1,14100.67,OK
