CLOSED_ID,BUY_TXN_ID,SELL_TXN_ID,TICKER,INSTRUMENT_TYPE,OPTION_SYMBOL,STRIKE,EXPIRY,ACCOUNT_NAME,ACCOUNT_NUMBER,BUY_DATE,BUY_PRICE,BUY_QUANTITY,BUY_AMOUNT,SELL_DATE,SELL_PRICE,SELL_QUANTITY,SELL_AMOUNT,HOLD_DAYS,RETURN_PCT,RETURN_DOLLAR
zuFOjyBcNHMAaLH0nEdi,,,NOW,CALL,NOW280121C00070000,70,2028-01-21,IRA ROTH,,2026-05-08,38.33,1,3832.67,2026-05-29,67.70,1,6770.19,21,76.64,2937.52
tHoncIy97j32nsUhGSeR,,,QCOM,CALL,QCOM280121C00130000,130,2028-01-21,IRA ROTH,,2026-05-01,62.78,1,6278.02,2026-05-07,89.35,1,8935.00,6,42.32,2656.98
X9gfURzMcDuSnYlulsQA,,,WDC,CALL,WDC280121C00350000,350,2028-01-21,IRA,,2026-05-07,223.80,1,22380.02,2026-06-04,346.99,1,34698.61,28,55.04,12318.59
2sxtCydYy3FKVaMyN7Gd,,,PWR,CALL,PWR280121C00580000,580,2028-01-21,IRA,,2026-05-07,290.00,1,29000.02,2026-05-11,311.24,1,31123.68,4,7.32,2123.66
HihbLK9hcR5LZfYKD7NB,,,RDDT,CALL,RDDT280121C00115000,115,2028-01-21,IRA,,2026-04-29,68.03,1,6802.67,2026-06-10,95.07,1,9507.13,42,39.76,2704.46
myFGTpzVQb26qsOkAfJZ,,,STX,CALL,STX270115C00280000,280,2027-01-15,IRA,,3/30/2026,131.27,1,13126.67,4/2/2026,186.37,1,18636.94,3,41.98,5510.27
tjrc4YP1etX4TJxu56es,,,BE,CALL,BE280121C00190000,190,2028-01-21,IRA,,2026-04-28,123.17,1,12316.67,2026-05-07,151.35,1,15134.66,9,22.88,2817.99
5yBmOzdoOqocqn8mDrqN,,,PLTR,CALL,PLTR270115C00100000,100,2027-01-15,IRA,,2026-04-08,55.46,1,5545.67,2026-05-04,55.65,1,5565.00,26,0.35,19.33
9gQYMTFGiO8MSfLgpSd8,,,PLTR,CALL,PLTR270115C00100000,100,2027-01-15,IRA,,2026-04-08,55.46,3,16637.01,2026-04-28,52.36,3,15708.65,20,-5.58,-928.36
boIRPymyR5M5MfepIgzj,,,PLTR,CALL,PLTR270115C00100000,100,2027-01-15,IRA,,2026-04-09,44.25,2,8850.00,2026-05-04,55.65,2,11130.00,25,25.76,2280.00
82zJiJ91dcglwKk0asW9,,,EWY,CALL,EWY280121C00125000,125,2028-01-21,IRA,,2026-05-15,74.31,1,7430.67,2026-06-10,88.32,1,8832.15,26,18.86,1401.48
pX4iUDlYQbtdmc6ORnle,,,CVE,CALL,CVE280121C00022000,22,2028-01-21,IRA,,2026-05-08,9.77,1,976.67,2026-05-11,10.09,1,1009.30,3,3.34,32.63
7snLdsoHnmcnm4KZrVq6,,,CVE,CALL,CVE280121C00022000,22,2028-01-21,IRA,,2026-05-04,10.19,1,1019.00,2026-05-11,10.09,1,1009.30,7,-0.95,-9.70
ELlzv47JkdTwOSbAupxD,,,OKTA,CALL,OKTA280121C00060000,60,2028-01-21,IRA,,2026-05-04,31.30,1,3130.02,2026-05-07,35.20,1,3520.00,3,12.46,389.98
kgRMxPFjhQoc0DjL5KT2,,,WDAY,CALL,WDAY280121C00080000,80,2028-01-21,IRA ROTH,,2026-05-21,60.10,1,6009.67,2026-06-10,74.49,1,7449.17,20,23.95,1439.50
oAanSbLaabZDs5uUCrx5,,,AVGO,CALL,AVGO270115C00240000,240,2027-01-15,IRA,,3/19/2026,99.41,1,9941.02,3/26/2026,99.20,1,9919.98,7,-0.21,-21.04
ftHPV4wKS7bl2h7F8m0S,,,PLTR,CALL,PLTR270115C00100000,100,2027-01-15,IRA,,2/11/2026,49.90,1,4990.02,3/23/2026,71.00,1,7099.98,39,42.28,2109.96
oUA1zKGHm7MLRClFZIpe,,,PLTR,CALL,PLTR270115C00100000,100,2027-01-15,IRA,,2/23/2026,45.85,1,4585.02,3/26/2026,61.43,1,6142.98,30,33.98,1557.96
sHHNH3UAS0YB1Jb9rr0O,,,PLTR,CALL,PLTR270115C00100000,100,2027-01-15,IRA,,2/12/2026,45.50,1,4550.02,3/26/2026,61.33,1,6132.98,41,34.79,1582.96
WrYDEr8wfKUweWBMLJKi,,,AMD,CALL,AMD280121C00290000,290,2028-01-21,IRA,,2026-04-28,121.71,1,12170.67,2026-05-07,201.73,1,20172.55,9,65.75,8001.88
eTW2KgIIvZ9NEjdVn0o5,,,AMD,CALL,AMD280121C00330000,330,2028-01-21,IRA,,2026-05-12,197.34,1,19733.67,2026-06-11,238.07,1,23806.83,30,20.64,4073.16
klRPaNHiZmTEgKAovzJc,,,PLTR,CALL,PLTR270115C00100000,100,2027-01-15,IRA,,2026-04-10,42.41,1,4240.67,2026-05-04,55.65,1,5565.00,24,31.23,1324.33
4oMXn2mg6lYUtyHNSj7S,,,TSM,CALL,TSM270115C00220000,220,2027-01-15,IRA,,2026-04-16,157.68,1,15767.67,2026-04-28,181.39,1,18138.95,12,15.04,2371.28
5cWIAY0DFj8IsA1py0ZF,,,TSM,CALL,TSM270115C00220000,220,2027-01-15,IRA,,2026-03-03,113.51,1,11350.67,2026-04-27,201.49,1,20148.91,55,77.51,8798.24
Tyq5U1DzwozGjthYCkF9,,,TSM,CALL,TSM270115C00220000,220,2027-01-15,IRA,,2026-04-17,156.46,1,15645.67,2026-04-28,181.39,1,18138.95,11,15.94,2493.28
J0ECsUGss9z6kGBBYriw,,,STX,CALL,STX270115C00380000,380,2027-01-15,IRA,,2026-04-15,190.43,1,19042.67,2026-04-29,347.79,1,34778.61,14,82.64,15735.94
TOlh2lwNg9Lh00PtPh8r,,,TSM,CALL,TSM270115C00220000,220,2027-01-15,IRA ROTH,,2026-04-16,153.88,1,15387.67,2026-04-28,182.09,1,18208.95,12,18.33,2821.28
FMGs9yHaumMYoaYQSeCb,,,WDC,CALL,WDC270115C00270000,270,2027-01-15,IRA,,2026-04-15,140.17,1,14016.67,2026-04-29,195.36,1,19535.92,14,39.38,5519.25
zGpOH6qC5QCEGxD2Yfli,,,WDC,CALL,WDC270115C00270000,270,2027-01-15,IRA,,2026-04-22,159.01,1,15900.67,2026-05-01,194.55,1,19454.57,9,22.35,3553.90
lkHcAEtz41PT9W5msmwV,,,EWY,CALL,EWY280121C00115000,115,2028-01-21,IRA ROTH,,2026-06-05,88.71,1,8870.67,2026-06-11,102.39,1,10239.11,6,15.43,1368.44
aN6dAjEWqsxGO31qCBql,,,NFLX,CALL,NFLX270115C00080000,80,2027-01-15,IRA ROTH,,2026-05-01,19.50,2,3900.05,2026-05-04,19.13,2,3825.87,3,-1.90,-74.18
l0x9NNaghxzL1Nvr2xHn,,,SNOW,CALL,SNOW280121C00110000,110,2028-01-21,IRA ROTH,,2026-05-08,66.06,1,6605.67,2026-05-28,145.99,1,14599.02,20,121.01,7993.35
uyULepWLcpN6qBmZNghT,,,AMD,CALL,AMD280121C00320000,320,2028-01-21,IRA,,2026-05-07,174.73,1,17473.02,2026-06-04,282.48,1,28248.00,28,61.67,10774.98
c7IfhheRD5LfiqsmRJAs,,,CVE,CALL,CVE280121C00022000,22,2028-01-21,IRA,,2026-04-29,9.76,5,4878.36,2026-05-11,10.10,5,5050.00,12,3.52,171.64
tsL3JW3k20H3LkJbst7I,,,NOW,CALL,NOW280121C00065000,65,2028-01-21,IRA,,2026-04-23,36.21,1,3620.67,2026-05-18,52.75,1,5275.00,25,45.69,1654.33
zv0yJYun6p8wzCCLcMta,,,LRCX,CALL,LRCX280121C00210000,210,2028-01-21,IRA,,2026-05-15,126.96,1,12695.67,2026-06-08,166.24,1,16623.98,24,30.94,3928.31
FdRWn8ql2xtegDw38G3L,,,DELL,CALL,DELL280121C00185000,185,2028-01-21,IRA ROTH,,2026-05-11,104.76,1,10475.67,2026-05-28,175.99,1,17598.96,17,68.00,7123.29
jXb1eQrXeedTmtamcuZ2,,,FIG,CALL,FIG270115C00025000,25,2027-01-15,IRA,,2026-04-18,4.16,10,4156.73,2026-05-01,4.15,10,4149.68,13,-0.17,-7.05
exU6jnLlCIOhpe19bFRa,,,GLW,CALL,GLW260618C00160000,160,2026-06-18,IRA ROTH,,2026-05-28,27.69,1,2768.67,2026-05-28,27.91,1,2791.27,0,0.82,22.60
UPpMgFgs1qIYHq2RdnZd,,,ARM,CALL,ARM280121C00170000,170,2028-01-21,IRA ROTH,,2026-04-28,83.61,1,8360.67,2026-05-07,94.27,1,9426.78,9,12.75,1066.11
pnXHs6QsPEQW3UQByN8Y,,,QCOM,CALL,QCOM280121C00175000,175,2028-01-21,IRA,,2026-05-11,92.01,1,9200.67,2026-05-22,103.49,1,10349.11,11,12.48,1148.44
YJ6yn1kSWKIkvBqzwXZT,,,NET,CALL,NET270115C00150000,150,2027-01-15,DI IND,,2026-03-16,78.84,1,7883.67,2026-04-27,78.47,1,7847.16,42,-0.46,-36.51
oiSFJWAIIPCmvWnNZM7U,,,CRWV,CALL,CRWV280121C00085000,85,2028-01-21,IRA ROTH,,2026-04-27,52.56,1,5255.67,2026-05-07,71.81,1,7180.83,10,36.63,1925.16
T9sET1meD4ciIOF7yO3f,,,WDC,CALL,WDC280121C00330000,330,2028-01-21,IRA,,2026-05-01,210.23,1,21023.02,2026-05-08,238.00,1,23800.00,7,13.21,2776.98
NHnoGhXsMTfF2VJFx8T8,,,MU,CALL,MU270115C00320000,320,2027-01-15,IRA ROTH,,2026-04-20,171.73,1,17172.67,2026-05-01,249.99,1,24999.46,11,45.58,7826.79
Ebunc4DEO0UIQSGDpQgu,,,FSLY,CALL,FSLY280121C00012500,12.5,2028-01-21,IRA ROTH,,2026-04-27,15.71,3,4712.02,2026-05-05,23.90,3,7169.78,8,52.16,2457.76
Z7jDKPf8RLXQ8w4fA5ii,,,FSLY,CALL,FSLY280121C00012500,12.5,2028-01-21,IRA ROTH,,2026-04-24,16.11,3,4832.02,2026-05-05,23.90,3,7169.78,11,48.38,2337.76
nGsMTc1zcvIWJUWbbpff,,,FSLY,CALL,FSLY280121C00012500,12.5,2028-01-21,IRA ROTH,,2026-04-24,16.01,3,4802.02,2026-05-05,23.90,3,7169.78,11,49.31,2367.76
xTDmwUVssdx4nJmlokWA,,,FSLY,CALL,FSLY280121C00012500,12.5,2028-01-21,IRA ROTH,,2026-04-23,16.86,3,5057.02,2026-05-05,23.90,3,7169.78,12,41.78,2112.76
ckWRfqF5kCljPpoFwyED,,,CVS,CALL,CVS280121C00060000,60,2028-01-21,IRA ROTH,,2026-05-01,27.19,1,2719.02,2026-05-07,30.60,1,3060.00,6,12.54,340.98
Bs9X6JwFOOWBwvyznJNz,,,WDC,CALL,WDC280121C00380000,380,2028-01-21,IRA,,2026-05-12,233.51,1,23350.67,2026-06-11,271.66,1,27165.77,30,16.34,3815.10
2z27NdnkB6ziJJwn1xHe,,,AMAT,CALL,AMAT270115C00300000,300,2027-01-15,IRA,,2026-04-16,127.78,1,12777.67,2026-05-01,127.80,1,12779.71,15,0.02,2.04
N4CpKYTU7IzoGaBzTQGF,,,AMAT,CALL,AMAT270115C00300000,300,2027-01-15,IRA,,2026-04-22,129.71,1,12970.67,2026-05-01,127.80,1,12779.71,9,-1.47,-190.96
knMXkwCHJbmV93hXTREN,,,AMAT,CALL,AMAT270115C00300000,300,2027-01-15,IRA,,2026-04-15,122.65,1,12264.67,2026-05-01,127.80,1,12779.71,16,4.20,515.04
hckMg25igu9uvUmLkpwv,,,VRT,CALL,VRT270115C00140000,140,2027-01-15,Margin,,2/5/2026,60.00,1,6000.02,3/23/2026,142.37,1,14236.98,45,137.28,8236.96
fTuLyEUR03nqHsy9go4c,,,DELL,CALL,DELL270115C00140000,140,2027-01-15,IRA,,2026-04-22,86.66,1,8665.67,2026-05-01,81.71,1,8170.81,9,-5.71,-494.86
Qrxv1ICx4c71Wa9m48Ao,,,QCOM,CALL,QCOM280121C00145000,145,2028-01-21,IRA,,2026-05-19,75.36,1,7535.67,2026-06-03,131.99,1,13199.00,15,75.15,5663.33
Ia75LjBy7m0BybOS4oA1,,,LRCX,CALL,LRCX280121C00220000,220,2028-01-21,IRA,,2026-05-15,124.34,1,12433.67,2026-06-08,162.08,1,16207.99,24,30.36,3774.32
8RiHydo9R6a37vztdCud,,,CRWD,CALL,CRWD270115C00260000,260,2027-01-15,IRA,,2/23/2026,122.01,1,12201.02,3/11/2026,200.58,1,20057.98,15,64.40,7856.96
5iSPIeT7wGU536AdVMMs,,,LULU,CALL,LULU280121C00095000,95,2028-01-21,IRA,,2026-05-12,51.04,1,5103.67,2026-05-28,58.00,1,5800.00,16,13.64,696.33
ice1GP5IQuahUuN0udi7,,,NOW,CALL,NOW280121C00065000,65,2028-01-21,IRA,,2026-05-01,41.85,2,8370.04,2026-05-29,70.50,2,14099.00,28,68.45,5728.96
bMTLdHNzjGadGOURjj2O,,,SHOP,CALL,SHOP270115C00085000,85,2027-01-15,IRA,,2/11/2026,43.80,1,4380.02,2/11/2026,40.50,1,4049.98,0,-7.54,-330.04
58UFPuBrs7RWjbwylul6,,,QCOM,CALL,QCOM280121C00145000,145,2028-01-21,IRA,,2026-05-14,80.76,1,8075.67,2026-06-03,130.89,1,13089.00,20,62.08,5013.33
k91oP8yAX7gF3LWR1Ysa,,,MOD,CALL,MOD260618C00240000,240,2026-06-18,IRA,,2026-05-27,44.39,1,4438.67,2026-05-27,43.37,1,4337.24,0,-2.29,-101.43
O5qprASs0sZzHjhFsHo5,,,MDB,CALL,MDB280121C00230000,230,2028-01-21,IRA ROTH,,2026-05-27,139.51,1,13950.67,2026-06-08,186.85,1,18684.94,12,33.94,4734.27
uj87s12leG5ZdUMSecFL,,,WDAY,CALL,WDAY280121C00090000,90,2028-01-21,IRA ROTH,,2026-05-13,46.91,1,4690.67,2026-06-01,82.99,1,8299.15,19,76.93,3608.48
92PWmpVeyZdtljBEJHwQ,,,NOW,CALL,NOW280121C00085000,85,2028-01-21,IRA ROTH,,2026-05-19,41.76,1,4175.67,2026-06-01,70.41,1,7041.18,13,68.62,2865.51
gqWFoNUgNSTjaQJmKkDe,,,BE,CALL,BE270115C00150000,150,2027-01-15,IRA,,2026-04-18,90.82,1,9082.37,2026-04-29,153.10,1,15310.01,11,68.57,6227.64
7phTyX4aOFMJlkpQ4qEi,,,SOXX,CALL,SOXX260115C00275000,275,2026-01-15,DI IND,,2026-03-13,85.82,1,8581.67,2026-03-23,92.99,1,9299.33,10,8.36,717.66
hbJ7xpfBEQNocwn3eiNj,,,ARM,CALL,ARM280121C00260000,260,2028-01-21,IRA,,2026-05-27,141.01,1,14100.67,2026-06-01,236.99,1,23698.84,5,68.07,9598.17
yxCXdv0IModclaNWIm3t,,,DELL,CALL,DELL280121C00175000,175,2028-01-21,IRA,,2026-04-22,82.61,1,8260.67,2026-05-07,95.69,1,9568.77,15,15.84,1308.10
6DsCRmoDIk5tF5F25evS,,,ARM,CALL,ARM270115C00105000,105,2027-01-15,IRA,,2026-04-02,56.96,1,5695.67,2026-04-21,79.05,1,7905.16,19,38.79,2209.49
yUiGD2i02o2ki1iQembW,,,PANW,CALL,PANW280121C00185000,185,2028-01-21,IRA,,2026-05-27,101.41,1,10140.67,2026-06-11,122.19,1,12219.07,15,20.50,2078.40
RKlVY23PKFw4v7Hv07mK,,,AMD,CALL,AMD270115C00160000,160,2027-01-15,DI IND,,2026-04-26,58.79,1,5878.67,2026-04-26,69.17,1,6917.33,0,17.67,1038.66
oc8d1dGkeXaiYm4WO2lg,,,MRVL,CALL,MRVL280121C00120000,120,2028-01-21,DI Ind.,,2026-04-27,71.01,1,7100.67,2026-06-03,205.41,1,20541.00,37,189.28,13440.33
POIHYjrHiJSMBDH5zrv8,,,FIG,CALL,FIG270115C00025000,25,2027-01-15,IRA,,2026-04-16,4.75,10,4746.73,2026-05-01,4.05,10,4054.68,15,-14.58,-692.05
FNXwmhQCgSz8C72s069t,,,MU,CALL,MU280121C00700000,700,2028-01-21,IRA,,2026-05-27,466.01,1,46600.67,2026-06-11,541.10,1,54110.21,15,16.11,7509.54
3yqUYx7aD2azHUTQK6lN,,,LULU,CALL,LULU280121C00110000,110,2028-01-21,IRA,,2026-05-07,49.70,1,4970.02,2026-05-28,49.30,1,4930.00,21,-0.81,-40.02
gqt6m1PcT790S2FfwsfT,,,META,CALL,META270115C00500000,500,2027-01-15,DI IND,,2026-04-26,205.41,1,20540.67,2026-04-09,218.49,1,21848.87,-17,6.37,1308.20
kPD9vO1KWdgKn9C1RZ9L,,,MSFT,CALL,MSFT270115C00290000,290,2027-01-15,IRA,,2026-02-23,112.48,1,11248.02,2026-04-15,132.04,1,13204.00,51,17.39,1955.98
lQ1dKnt4C3QRhEpk0Qqb,,,MSFT,CALL,MSFT270115C00290000,290,2027-01-15,IRA,,2026-03-28,90.41,1,9040.67,2026-04-22,152.09,1,15209.01,25,68.23,6168.34
CmSMjhxKq8wjDlFc6nsn,,,NET,CALL,NET270115C00120000,120,2027-01-15,IRA,,2026-02-23,60.10,1,6010.02,2026-03-11,102.98,1,10297.98,16,71.35,4287.96
ChSNw4hz6Qldl27ttLVx,,,FIG,CALL,FIG280121C00015000,15,2028-01-21,IRA,,2026-05-05,10.25,1,1025.03,2026-06-01,16.86,1,1686.29,27,64.51,661.26
PfcEG7Jq0EXq2rooIXRn,,,FIG,CALL,FIG280121C00015000,15,2028-01-21,IRA,,2026-05-05,10.25,1,1025.03,2026-06-01,17.24,1,1724.29,27,68.22,699.26
XzaHCJa81l9oSR1gY1wO,,,FIG,CALL,FIG280121C00015000,15,2028-01-21,IRA,,2026-05-05,10.25,1,1025.03,2026-06-01,16.94,1,1694.29,27,65.29,669.26
rCH2wKmyhrkWONYmThK9,,,FIG,CALL,FIG280121C00015000,15,2028-01-21,IRA,,2026-05-05,10.25,1,1025.03,2026-06-01,17.17,1,1717.29,27,67.54,692.26
eigAc7WnwJzntH5u59hL,,,TER,CALL,TER280121C00250000,250,2028-01-21,IRA,,2026-05-15,165.51,1,16550.67,2026-06-11,197.49,1,19748.92,27,19.32,3198.25
bapcoDQZvfrk3SSWKFzY,,,DPZ,CALL,DPZ280121C00260000,260,2028-01-21,DI Ind.,,2026-05-01,103.08,1,10307.67,2026-05-08,95.27,1,9527.13,7,-7.57,-780.54
LPbCXXdEXHy0UtIGXbf9,,,MU,CALL,MU280121C00500000,500,2028-01-21,IRA,,2026-05-07,310.26,1,31026.02,2026-05-26,517.43,1,51743.26,19,66.77,20717.24
AB4A3jcUXHVsCnxNPliU,,,STX,CALL,STX270115C00320000,320,2027-01-15,IRA,,2/10/2026,144.00,1,14400.02,4/2/2026,161.09,1,16108.99,50,11.87,1708.97
Hcf2oP2MXljwy9gON6Ye,,,STX,CALL,STX270115C00320000,320,2027-01-15,IRA,,3/12/2026,122.80,1,12280.02,4/2/2026,161.09,1,16109.00,21,31.18,3828.98
nqS2Zq7v3fdI8pntp6CF,,,STX,CALL,STX270115C00320000,320,2027-01-15,IRA,,2/10/2026,147.00,1,14700.02,4/2/2026,161.09,1,16108.99,50,9.58,1408.97
Sk17zLKad95MdklkSasq,,,LMND,CALL,LMND280121C00045000,45,2028-01-21,IRA,,2026-05-01,29.30,2,5860.04,2026-05-11,26.32,2,5264.54,10,-10.16,-595.50
4HfuTOKDnznN18m7mYFP,,,ARM,CALL,ARM280121C00160000,160,2028-01-21,IRA ROTH,,2026-05-07,97.70,1,9770.02,2026-05-21,165.39,1,16538.98,14,69.28,6768.96
4YgsWvncwjSwGUEa5yzv,,,BE,CALL,BE270115C00090000,90,2027-01-15,IRA,,2026-03-30,54.51,1,5450.67,2026-04-15,141.65,1,14165.00,16,159.88,8714.33
ZYjM0nNXOKQnniKat7bn,,,AVGO,CALL,AVGO270115C00240000,240,2027-01-15,IRA,,2026-03-30,82.01,1,8200.67,2026-04-22,191.99,1,19198.93,23,134.11,10998.26
POE6vIBqH1nIWIZLNlQT,,,PWR,CALL,PWR270319C00500000,500,2027-03-19,IRA,,2026-04-29,185.01,1,18500.67,2026-05-01,269.49,1,26949.42,2,45.67,8448.75
vZYwJzjYHalZiF9H1kLy,,,LULU,CALL,LULU280121C00110000,110,2028-01-21,IRA,,2026-04-29,52.01,1,5200.67,2026-05-28,49.93,1,4993.00,29,-3.99,-207.67
IJg8ZxwKPaf7isnjm7BV,,,NVDA,CALL,NVDA270115C00150000,150,2027-01-15,DI IND,,2026-03-13,50.19,1,5018.67,2026-04-09,49.02,1,4902.22,27,-2.32,-116.45
7yxfwEcl0iQVRDVRfooO,,,NVDA,CALL,NVDA270115C00150000,150,2027-01-15,Margin,,2026-02-13,52.15,1,5215.02,2026-04-28,71.02,1,7102.18,74,36.19,1887.16
fVXjWJODwVI6EDyuuv5N,,,NVDA,CALL,NVDA270115C00150000,150,2027-01-15,Margin,,2026-02-13,52.15,2,10430.04,2026-04-27,76.69,2,15338.34,73,47.06,4908.30
K1nwzrTG2RqFgvnIOuLz,,,MDB,CALL,MDB280121C00250000,250,2028-01-21,IRA,,2026-05-26,141.51,1,14150.67,2026-06-10,181.02,1,18101.95,15,27.92,3951.28
7ZT852eKrc8BJrLn9lPe,,,LRCX,CALL,LRCX280121C00200000,200,2028-01-21,IRA ROTH,,2026-04-28,100.06,1,10005.67,2026-05-07,133.94,1,13393.70,9,33.86,3388.03
vlvyr51P53puJMG2ZQ1I,,,ARM,CALL,ARM280121C00160000,160,2028-01-21,IRA,,2026-05-07,98.30,1,9830.02,2026-05-20,140.40,1,14040.00,13,42.83,4209.98
GxYgAZ65RwCHNAyqywq8,,,AMD,CALL,AMD280121C00290000,290,2028-01-21,IRA ROTH,,2026-05-04,143.65,1,14365.02,2026-05-08,198.80,1,19879.90,4,38.39,5514.88
HiWfhP68dADGy19yJnbM,,,NFLX,CALL,NFLX270115C00080000,80,2027-01-15,IRA ROTH,,2026-04-18,23.44,1,2343.68,2026-04-30,20.55,1,2054.93,12,-12.32,-288.75
WH5PzPYMLXCFqIKBOory,,,NFLX,CALL,NFLX270115C00080000,80,2027-01-15,IRA ROTH,,2026-04-20,22.27,2,4453.35,2026-05-08,19.50,2,3900.00,18,-12.43,-553.35
XVVMpYw3cz6v651ItLsh,,,NFLX,CALL,NFLX270115C00080000,80,2027-01-15,IRA ROTH,,2026-04-18,23.44,1,2343.68,2026-05-08,19.50,1,1950.00,20,-16.80,-393.68
eNVStPasd1zshoGczbfA,,,MDB,CALL,MDB280121C00220000,220,2028-01-21,IRA ROTH,,2026-05-11,140.96,1,14095.67,2026-06-01,232.99,1,23298.85,21,65.29,9203.18
CiY0YYAgonRYBQRuaOo3,,,MU,CALL,MU280121C00500000,500,2028-01-21,IRA ROTH,,2026-05-07,307.50,1,30750.02,2026-05-26,543.18,1,54318.00,19,76.64,23567.98
WzzWwE7GyQ8ldwQ9oNjL,,,CVS,CALL,CVS280121C00060000,60,2028-01-21,IRA ROTH,,2026-04-24,24.31,3,7292.02,2026-05-07,30.60,3,9179.00,13,25.88,1886.98
3cxk6LWk9duxRci9XnTg,,,VRT,CALL,VRT280121C00230000,230,2028-01-21,IRA ROTH,,2026-04-22,133.91,1,13390.67,2026-05-08,165.85,1,16585.00,16,23.85,3194.33
bUF4FnqNyztFn5yjDFR4,,,VRT,CALL,VRT280121C00230000,230,2028-01-21,IRA ROTH,,2026-04-27,141.26,1,14125.67,2026-05-08,165.85,1,16585.00,11,17.41,2459.33
5YlOupQtDrjmrDKBtjPL,,,MRVL,CALL,MRVL260618C00267500,267.5,2026-06-18,DI IRA,,2026-06-05,45.11,1,4510.67,2026-06-08,34.54,1,3454.25,3,-23.42,-1056.42
6kmexOfyDOe32jej7CPX,,,CVS,CALL,CVS280121C00060000,60,2028-01-21,IRA ROTH,,2026-05-01,27.63,1,2763.02,2026-05-07,30.60,1,3060.00,6,10.75,296.98
53v3cQ5DYzNMlrzr088u,,,ARM,CALL,ARM280121C00170000,170,2028-01-21,IRA ROTH,,2026-05-04,87.50,1,8750.02,2026-05-07,94.27,1,9426.78,3,7.73,676.76
dKLhmK9bIq6VvjAXQNrd,,,DELL,CALL,DELL280121C00175000,175,2028-01-21,IRA ROTH,,2026-05-12,100.51,1,10050.67,2026-05-28,181.03,1,18102.95,16,80.12,8052.28
3Prrn34Qdveyy3EnicOF,,,RDDT,CALL,RDDT280121C00115000,115,2028-01-21,IRA,,2026-04-28,71.94,1,7193.67,2026-06-10,94.65,1,9465.13,43,31.58,2271.46
REKO2c1YqhzYhiUQcnkf,,,NOW,CALL,NOW280121C00070000,70,2028-01-21,IRA ROTH,,2026-04-23,33.71,1,3370.67,2026-05-08,41.50,1,4150.00,15,23.12,779.33
mfigAPxNNikBLSiBtV9A,,,NOW,CALL,NOW280121C00070000,70,2028-01-21,IRA ROTH,,2026-04-23,34.01,1,3400.67,2026-05-08,41.50,1,4150.00,15,22.03,749.33
wYn3JfEkLl55Vp3kCs2y,,,SMCI,CALL,SMCI270115C00025000,25,2027-01-15,IRA,,2/18/2026,10.70,1,1070.02,3/20/2026,5.74,1,573.97,29,-46.36,-496.05
ybBG9WQVArG4JBVXWjPq,,,SMCI,CALL,SMCI270115C00025000,25,2027-01-15,IRA,,2/13/2026,11.20,1,1120.02,3/20/2026,5.74,1,573.98,34,-48.75,-546.04
hsgkQ6v8uwVYytE9wQq2,,,MU,CALL,MU270115C00260000,260,2027-01-15,IRA,,2026-03-30,118.01,1,11800.67,2026-04-09,183.49,1,18348.95,10,55.49,6548.28
eYN3cPLVPfBdmWRJpiwF,,,AMAT,CALL,AMAT280121C00300000,300,2028-01-21,DI Ind.,,2026-04-28,154.01,1,15400.67,2026-06-03,252.23,1,25223.00,36,63.78,9822.33
1hzwFxInJub31gyOAX4q,,,FIG,CALL,FIG270115C00015000,15,2027-01-15,IRA,,2026-04-16,7.96,5,3978.36,2026-05-01,7.70,5,3849.81,15,-3.23,-128.55
lvP7uO4QYwwn7YTUVyu9,,,FIG,CALL,FIG270115C00015000,15,2027-01-15,IRA,,2026-04-18,7.66,5,3828.36,2026-05-01,7.82,5,3909.79,13,2.13,81.43
2gXsapNxwFDv1E5xcwWB,,,DDOG,CALL,DDOG280121C00150000,150,2028-01-21,IRA ROTH,,2026-05-08,83.01,1,8300.67,2026-06-01,149.49,1,14949.00,24,80.09,6648.33
Po73SIZ4BOyLTKYBqprI,,,DDOG,CALL,DDOG270115C00075000,75,2027-01-15,IRA,,2/23/2026,38.20,1,3820.02,3/23/2026,62.50,1,6249.98,27,63.61,2429.96
2dRLNcLgqLmm13HByqN6,,,QCOM,CALL,QCOM280121C00130000,130,2028-01-21,IRA ROTH,,2026-05-04,55.54,1,5554.02,2026-05-07,89.35,1,8935.00,3,60.87,3380.98
lgATQsJ5sUGSxFjUeza4,,,ARM,CALL,ARM280121C00160000,160,2028-01-21,IRA,,2026-05-07,97.51,1,9751.02,2026-05-22,188.99,1,18898.94,15,93.82,9147.92
8a8egiTenAnoFY4BbzyZ,,,NET,CALL,NET270115C00135000,135,2027-01-15,IRA ROTH,,2026-04-18,78.01,1,7800.67,2026-04-28,93.56,1,9356.13,10,19.94,1555.46
MszW0qsAMjgxgfMGFNIO,,,QCOM,CALL,QCOM280121C00165000,165,2028-01-21,IRA,,2026-05-12,81.09,1,8108.67,2026-05-22,108.99,1,10899.10,10,34.41,2790.43
0FuyPi6T5rlgvFEYxU1i,,,MSFT,CALL,MSFT270115C00290000,290,2027-01-15,Margin,,2026-02-23,112.38,1,11238.02,2026-04-15,127.97,1,12797.00,51,13.87,1558.98
8qsTJapy0ddWe9itbWb9,,,ASML,CALL,ASML260515C01320000,1320,2026-05-15,IRA,,2026-05-04,109.45,1,10945.02,2026-05-05,125.00,1,12499.72,1,14.20,1554.70
